Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
COLON079	0	0.15380655213911	0.0057179781318805	0	0.35052614560129	0	0	0	0	0.060838882648004	0.033139267207439	0	0	0.21781100195884	0	0	0	0.05228300473583	0	0.12587716757761	0	0	1.0	-0.2174	1.1823613559373762
COLON080	0.087959022096313	0	0.098510584834849	0	0	0.051483679122988	0	0	0	0.052351287094238	0.084544334387438	0.013199348718024	0.050939335816179	0	0	0.020788163659155	0	0.03321104331136	0.17041305867834	0	0.1015341216645	0.23506602061662	0	0.28702594084255817	0.9770893617556616
COLON081	0	0.18740938087412	0.061962817777656	0	0	0.29485898481853	0.040559687761815	0.16928162315885	0	0.11433985930765	0.022157419920504	0	0	0	0	0.032383179771726	0	0.024799772944824	0.036461434918257	0	0	0.015785838746072	0	0.28124561130883413	0.9858328684187879
COLON082	0	0	0	0	0	0.15459277192532	0	0	0	0.0073113734321537	0.0079817413541859	0.013316515462981	0.072432527410874	0.18019805453751	0	0.20940551918096	0	0	0	0.0071148284956306	0.17003490454756	0.17761176365284	0	0.29607624391840826	0.9777420042589173
COLON083	0.0056181113844315	0.02184849311343	0.036817567467221	0.11474675057091	0.25639629627897	0	0	0.12810411177468	0	0	0	0	0	0	0	0.2010673081622	0.1110210871769	0	0.12438027407126	0	0	0	1.0	-0.0988	1.1237349035943376
COLON084	0.0086324548415598	0	0.1033278732767	0.030604940293598	0	0.08374606631659	0	0	0	0.073596857670391	0	0	0.15055413583918	0.24131513502776	0.0002	0.12712476403441	0	0.054740721001991	0	0	0	0.12620668006443	0	0.357265367613914	0.9411144469348295
COLON085	0.023426118026105	0	0.10202760231677	0.27415038460423	0	0	0.033334491809252	0.048184781645786	0	0.099540522694364	0	0.012772148580091	0.024769821248519	0	0.042799964470088	0.14023206905364	0.034887252399772	0	0.12577117366062	0	0.03346001979965	0.0046436496911224	0.003	0.18863326082400064	1.009376921666069
COLON086	0.055260100001691	0	0	0	0.22530924764355	0	0.29962914868424	0	0	0	0.10905513368034	0	0	0.10095532637682	0	0	0	0	0	0.19910643399213	0.010684609621233	0	1.0	-0.168	1.1723002466981254
COLON087	0.12506070331425	0.14223070099645	0	0	0	0.26172790715169	0.093266988028134	0.039515015805011	0	0	0.050585092876682	0	0	0.046619754160151	0.083468007558035	0.014694665680714	0.062967288508959	0	0.058976398866761	0	0.020887477053163	0	0	0.2988119243831827	0.9629799463502475
COLON088	0	0.026043490530876	0.083835359791565	0.010001421371063	0.048059670214916	0.17961145119746	0.22373097727439	0	0.010297442001954	0.01866658790015	0.11590641521427	0	0	0.01656303172417	0.0099626129714788	0.11370936311472	0	0.087401226660522	0	0	0	0.056210950032454	0	0.2443990094064941	0.9839628319364079
COLON089	0	0.029059041662963	0	0.11916490008167	0	0	0.13070954052135	0.063041715063662	0	0	0	0.047681058205432	0	0.1601511255638	0.078066027876156	0	0.018227429047175	0	0	0.080006302417246	0	0.27389285956054	0.088	0.11705205081223982	1.0629446337754807
