Composite.Element.Name	Composite.Element.Database.Entry[hugo]
ADXCRPD.3825.C1_at	TRPM2
ADXCRPD.4481.C1_at	NAALADL1
ADXCRPD.3827.C1_s_at	SNHG1
ADXCRPD.4483.C1_s_at	SPON1
ADXCRPD.3829.C1_at	TMEM70
ADXCRPD.3829.C1_s_at	TMEM70
ADXCRPD.4485.C1_at	
ADXCRPD.12840.C1_at	
ADXCRPD.4486.C1_at	FAM8A1
ADXCRPD.12841.C1_at	
ADXCRPD.4487.C1_at	ARHGEF5
ADXCRAD_CA774441_s_at	ARHGEF5
ADXCRPD.12842.C1_at	
ADXCRPD.4488.C1_at	
ADXCRPD.4488.C1_x_at	
ADXCRPD.12843.C1_at	ATP2B2
ADXCRPD.12847.C1_at	DOCK5
ADXCRPD.12849.C1_at	
ADXCRPD.12849.C1_x_at	
ADXCRPD.3830.C1_s_at	
ADXCRPD.3831.C1_at	LOC728661
ADXCRPD.3833.C1_at	C20orf4
ADXCRPD.3835.C1_s_at	PDCD2
ADXCRPD.4492.C1_s_at	PDHX
ADXCRAD_CX784621_s_at	PXDN
ADXCRPD.4495.C1_at	ALG8
ADXCRPD.12851.C1_at	
ADXCRAD_BX108521_s_at	TOLLIP
ADXCRPD.12853.C1_at	SLC39A13
ADXCRPD.12853.C1_x_at	SLC39A13
ADXCRPD.4499.C1_s_at	
ADXCRPD.12854.C1_at	COL5A2
ADXCRPD.12855.C1_s_at	ELTD1
ADXCRPD.12856.C1_at	
ADXCRPD.12859.C1_at	EVI2A
ADXCRPD.3841.C1_at	
ADXCRPD.3841.C1_x_at	
ADXCRPD.3843.C1_at	
ADXCRPD.3844.C1_x_at	ETS2
ADXCRPD.3845.C1_at	DLG1
ADXCRPD.3846.C1_s_at	CCL18
ADXCRPD.3848.C1_s_at	RHEB
ADXCRPD.3849.C1_s_at	LSAMP
ADXCRPD.12860.C1_at	
ADXCRPD.12863.C1_at	SMAP1
ADXCRPD.12864.C1_at	C10orf38
ADXCRPD.12865.C1_at	GSPT1
ADXCRPD.12868.C1_at	
ADXCRPD.12869.C1_at	HSN2
ADXCRPD.3851.C1_s_at	FAM102A
ADXCRPD.3853.C1_at	LOC728489
ADXCRPD.3854.C1_s_at	PTGIS
ADXCRPD.3856.C1_at	MBP
ADXCRPD.3857.C1_at	C10orf46
ADXCRPD.3858.C1_s_at	PROM2
ADXCRPD.12871.C1_at	ZNF699
ADXCRPD.12873.C1_at	SCML1
ADXCRPD.12873.C1_s_at	SCML1
ADXCRPD.12874.C1_at	FREM2
ADXCRPD.12874.C1_x_at	FREM2
ADXCRPD.12875.C1_at	ANKRD15
ADXCRPD.12877.C1_at	UBE2L7P
ADXCRPD.12878.C1_at	UBQLN4P
ADXCRPD.12879.C1_at	ZNF101
ADXCRPD.3861.C1_s_at	VPS37C
ADXCRPD.3862.C1_s_at	HOOK2
ADXCRPD.3865.C1_at	
ADXCRPD.3865.C1_x_at	
ADXCRPD.3867.C1_at	MIA3
ADXCRPD.3868.C1_at	GALK1
ADXCRPD.3869.C1_s_at	RABGGTB
ADXCRPD.12880.C1_at	
ADXCRPD.12881.C1_at	
ADXCRPD.12882.C1_at	MIRN555
ADXCRPD.12883.C1_at	EHBP1
ADXCRPD.12886.C1_at	
ADXCRPD.12887.C1_at	
ADXCRPD.12889.C1_at	THOC2
ADXCRPD.12889.C1_x_at	THOC2
ADXCRAD_BX348720_s_at	AP3M1
ADXCRPD.3871.C1_at	
ADXCRPD.3872.C1_at	OSBPL9
ADXCRPD.3875.C1_s_at	COL5A2
ADXCRPD.3877.C1_at	MORG1
ADXCRPD.3879.C1_x_at	ACAD8
ADXCRPD.12890.C1_x_at	FAM73A
ADXCRPD.12892.C1_at	CENTG2
ADXCRPD.12895.C1_at	NDUFA6
ADXCRPD.12895.C1_x_at	NDUFA6
ADXCRPD.12896.C1_at	ACAT1
ADXCRPD.12897.C1_s_at	METTL9
ADXCRAD_BX093425_s_at	DONSON
ADXCRPD.12899.C1_at	C12orf48
ADXCRAD_BQ187859_s_at	TP53INP2
ADXCRPD.3883.C1_at	CDK3
ADXCRPD.3883.C1_x_at	CDK3
ADXCRPD.3889.C1_at	RRP15
ADXCRPD.3890.C1_at	PEX19
ADXCRPD.3891.C1_at	LAPTM5
ADXCRPD.3891.C1_x_at	LAPTM5
ADXCRPD.3892.C1_at	TAF12
ADXCRPD.3892.C1_x_at	TAF12
ADXCRPD.3893.C1_at	DPAGT1
ADXCRPD.3894.C1_at	
ADXCRPD.3896.C1_s_at	B4GALT3
ADXCRPD.3897.C1_at	
ADXCRPD.3898.C1_s_at	TSPAN5
ADXCRPD.3899.C1_s_at	GLCE
ADXCRPD.14100.C1_at	
ADXCRPD.14102.C1_at	TAPT1
ADXCRPD.14103.C1_at	
ADXCRPD.14103.C1_s_at	
ADXCRPD.14105.C1_at	PBX3
ADXCRPD.14105.C1_s_at	PBX3
ADXCRPD.14106.C1_at	LOC145474
ADXCRPD.14108.C1_s_at	DNAJB9
ADXCRPD.14109.C1_at	RAB5C
ADXCRPD.14111.C1_at	DNAJB6
ADXCRPD.14112.C1_at	
ADXCRPD.14115.C1_at	STAMBP
ADXCRPD.14116.C1_at	SPG11
ADXCRPD.14116.C1_x_at	SPG11
ADXCRPD.14117.C1_at	RAB11FIP1
ADXCRPD.14118.C1_at	SART3
ADXCRAD_BX117641_s_at	
ADXCRPD.5101.C1_at	SH3BP5
ADXCRPD.14120.C1_at	
ADXCRPD.14122.C1_at	FAM118A
ADXCRPD.14123.C1_at	
ADXCRPD.14124.C1_at	
ADXCRPD.14125.C1_at	
ADXCRPD.14126.C1_at	FNDC3B
ADXCRPD.14128.C1_at	
ADXCRPD.14129.C1_s_at	RAB40C
ADXCRPD.5112.C1_s_at	CASZ1
ADXCRPD.5113.C1_s_at	C1QBP
ADXCRPD.5115.C1_at	C19orf61
ADXCRPD.5115.C1_x_at	C19orf61
ADXCRAD_BQ188270_s_at	SFRS8
ADXCRPD.5119.C1_s_at	
ADXCRPD.14130.C1_at	AAAS
ADXCRPD.14131.C1_x_at	NFIC
ADXCRPD.14133.C1_at	
ADXCRPD.14134.C1_at	
ADXCRPD.14135.C1_at	
ADXCRPD.14135.C1_s_at	
ADXCRPD.14136.C1_at	
ADXCRPD.14138.C1_at	
ADXCRPD.14139.C1_at	
ADXCRPD.5120.C1_at	DERL1
ADXCRPD.5121.C1_s_at	SPSB2
ADXCRPD.5122.C1_s_at	DYNC1LI2
ADXCRPD.5123.C1_at	SNAP29
ADXCRPD.5124.C1_at	TRIM41
ADXCRPD.5124.C1_x_at	TRIM41
ADXCRPD.5126.C1_s_at	SART1
ADXCRPD.5127.C1_s_at	DAPK2
ADXCRPD.5128.C1_at	MUM1
ADXCRPD.5128.C1_s_at	MUM1
ADXCRPD.14140.C1_at	
ADXCRPD.14141.C1_at	
ADXCRPD.14142.C1_at	
ADXCRPD.14144.C1_at	
ADXCRPD.14145.C1_s_at	C9orf50
ADXCRPD.14146.C1_at	
ADXCRPD.14147.C1_at	
ADXCRPD.14148.C1_at	ARFGEF1
ADXCRAD_CN370372_s_at	ARFGEF1
ADXCRPD.14149.C1_at	
ADXCRPD.5131.C1_s_at	RPP40
ADXCRPD.5132.C1_at	POLR2J2
ADXCRPD.5133.C1_at	GPATCH3
ADXCRPD.5133.C1_x_at	GPATCH3
ADXCRPD.5137.C1_at	DPT
ADXCRPD.5138.C1_at	PAPSS1
ADXCRPD.14150.C1_at	
ADXCRPD.14151.C1_at	TXNDC13
ADXCRPD.14152.C1_x_at	
ADXCRPD.14154.C1_at	TRIM13
ADXCRPD.14155.C1_at	GRAMD1B
ADXCRPD.14157.C1_at	
ADXCRPD.14157.C1_x_at	
ADXCRPD.14158.C1_s_at	NOL3
ADXCRPD.14159.C1_at	
ADXCRPD.5140.C1_at	ALS2CR4
ADXCRPD.5140.C1_x_at	ALS2CR4
ADXCRPD.5144.C1_at	
ADXCRPD.5145.C1_at	POLR2D
ADXCRPD.13500.C1_at	RFTN1
ADXCRPD.5146.C1_at	DDX39
ADXCRPD.13501.C1_at	MS4A12
ADXCRPD.5147.C1_at	
ADXCRAD_CR737389_s_at	
ADXCRPD.13502.C1_at	SMEK2
ADXCRPD.5149.C1_x_at	C19orf25
ADXCRPD.14160.C1_at	
ADXCRPD.14160.C1_x_at	
ADXCRPD.13504.C1_s_at	BAT3
ADXCRPD.13505.C1_at	EMP2
ADXCRPD.14162.C1_at	
ADXCRPD.13506.C1_at	PAPLN
ADXCRPD.14163.C1_x_at	AMT
ADXCRPD.14164.C1_s_at	CX3CL1
ADXCRPD.13508.C1_s_at	POSTN
ADXCRPD.14165.C1_at	NIPSNAP1
ADXCRPD.14165.C1_s_at	NIPSNAP1
ADXCRPD.13509.C1_at	ZNF710
ADXCRPD.14166.C1_at	VPS37C
ADXCRPD.14168.C1_at	UBE2G2
ADXCRAD_CX754878_s_at	UBE2G2
ADXCRPD.5150.C1_s_at	TRMT6
ADXCRPD.5153.C1_s_at	CYB5R3
ADXCRPD.5154.C1_s_at	TMEM184B
ADXCRPD.5155.C1_at	PFKM
ADXCRPD.5157.C1_at	
ADXCRPD.13512.C1_at	
ADXCRPD.5158.C1_at	
ADXCRPD.13513.C1_s_at	
ADXCRPD.5159.C1_at	PGLS
ADXCRPD.14170.C1_at	TFE3
ADXCRPD.13514.C1_at	
ADXCRPD.14171.C1_at	TP53I13
ADXCRPD.13515.C1_at	
ADXCRPD.14172.C1_at	MSH5
ADXCRPD.13516.C1_at	
ADXCRPD.13516.C1_x_at	
ADXCRPD.14173.C1_at	TFIP11
ADXCRPD.14173.C1_s_at	TFIP11
ADXCRPD.13517.C1_at	MANBA
ADXCRPD.13519.C1_at	LOC285636
ADXCRPD.14177.C1_at	TCHP
ADXCRPD.14179.C1_s_at	HOXA9
ADXCRPD.4500.C1_at	BCKDK
ADXCRPD.4500.C1_x_at	BCKDK
ADXCRPD.4501.C1_at	OR2A4
ADXCRPD.4501.C1_s_at	OR2A7
ADXCRPD.4502.C1_at	
ADXCRPD.4502.C1_x_at	
ADXCRPD.4503.C1_x_at	
ADXCRPD.4504.C1_s_at	PNLIPRP2
ADXCRPD.4505.C1_s_at	TPCN1
ADXCRPD.5161.C1_at	RAE1
ADXCRPD.4506.C1_s_at	SEPHS1
ADXCRPD.5162.C1_at	TMEM167
ADXCRPD.4507.C1_at	IFI35
ADXCRPD.5163.C1_s_at	SPRY1
ADXCRPD.4509.C1_at	C14orf133
ADXCRPD.13520.C1_at	
ADXCRPD.13521.C1_at	SBK1
ADXCRPD.5167.C1_at	DPM3
ADXCRPD.13523.C1_at	RNF146
ADXCRPD.5169.C1_at	
ADXCRPD.14180.C1_at	EXT2
ADXCRPD.13524.C1_at	MTMR3
ADXCRPD.13525.C1_at	LENG8
ADXCRPD.14183.C1_at	ALDOC
ADXCRPD.13527.C1_at	FANK1
ADXCRPD.14184.C1_at	UBN1
ADXCRAD_CA776582_s_at	UBN1
ADXCRPD.14185.C1_at	AMMECR1L
ADXCRPD.13529.C1_at	PTPN3
ADXCRPD.14186.C1_at	PLEKHG4
ADXCRPD.14187.C1_at	CDC42BPB
ADXCRPD.14188.C1_at	KTELC1
ADXCRPD.14189.C1_at	PANK4
ADXCRPD.4511.C1_at	
ADXCRPD.4511.C1_x_at	
ADXCRPD.4512.C1_at	SETD8
ADXCRPD.4512.C1_s_at	SETD8
ADXCRPD.4512.C1_x_at	SETD8
ADXCRPD.4513.C1_s_at	TREX1
ADXCRPD.4514.C1_at	PBK
ADXCRPD.4515.C1_at	MRPS31
ADXCRPD.4515.C1_x_at	MRPS31
ADXCRAD_BM705988_s_at	WFS1
ADXCRPD.5173.C1_at	
ADXCRPD.4518.C1_at	SFRP2
ADXCRPD.5174.C1_s_at	CCBL2
ADXCRPD.4519.C1_at	UTRN
ADXCRPD.5175.C1_at	ALDOC
ADXCRPD.13531.C1_at	
ADXCRPD.5177.C1_at	DCUN1D5
ADXCRPD.5177.C1_x_at	DCUN1D5
ADXCRAD_BX369334_at	FAM46A
ADXCRAD_BX369334_s_at	FAM46A
ADXCRPD.13533.C1_s_at	PKN2
ADXCRPD.5179.C1_at	LOC401115
ADXCRPD.14190.C1_at	BOP1
ADXCRPD.14190.C1_s_at	BOP1
ADXCRPD.13534.C1_at	
ADXCRPD.14191.C1_at	MPI
ADXCRPD.13535.C1_at	
ADXCRPD.14192.C1_s_at	ADPRHL2
ADXCRPD.13536.C1_at	KRT39
ADXCRPD.13537.C1_s_at	NF1
ADXCRPD.13538.C1_at	PRKDC
ADXCRPD.14195.C1_at	RSAD1
ADXCRPD.13539.C1_at	KIAA1450
ADXCRPD.14198.C1_at	TBL2
ADXCRPD.14198.C1_s_at	TBL2
ADXCRPD.4520.C1_s_at	ID3
ADXCRPD.4521.C1_at	DSC1
ADXCRPD.5180.C1_at	POLR3E
ADXCRAD_BU849197_s_at	POLR3E
ADXCRPD.5181.C1_at	MKNK2
ADXCRPD.4526.C1_at	
ADXCRPD.5182.C1_at	LOC124512
ADXCRPD.5183.C1_at	LOC653499
ADXCRPD.5184.C1_s_at	ACO1
ADXCRPD.4529.C1_at	CAPN5
ADXCRPD.5187.C1_s_at	C11orf75
ADXCRPD.13542.C1_at	IL4R
ADXCRPD.5188.C1_at	SMARCE1
ADXCRPD.5188.C1_x_at	SMARCE1
ADXCRPD.13543.C1_at	
ADXCRPD.13543.C1_x_at	
ADXCRPD.13545.C1_at	PARP9
ADXCRPD.13546.C1_at	EMP2
ADXCRPD.13548.C1_at	ZNF710
ADXCRPD.13549.C1_at	TNC
ADXCRPD.13549.C1_s_at	TNC
ADXCRPD.4530.C1_at	DDX58
ADXCRPD.4530.C1_x_at	DDX58
ADXCRPD.4532.C1_at	DUOXA2
ADXCRPD.4532.C1_x_at	DUOXA2
ADXCRPD.4534.C1_at	C19orf24
ADXCRPD.4534.C1_x_at	C19orf24
ADXCRPD.5190.C1_at	DULLARD
ADXCRPD.4535.C1_at	APCDD1
ADXCRPD.4535.C1_s_at	APCDD1
ADXCRPD.5192.C1_s_at	SMU1
ADXCRPD.4537.C1_at	CCDC127
ADXCRPD.5193.C1_at	NAT11
ADXCRPD.5193.C1_s_at	NAT11
ADXCRPD.4538.C1_at	C10orf46
ADXCRPD.5195.C1_at	MRPL53
ADXCRPD.5195.C1_x_at	MRPL53
ADXCRPD.13550.C1_at	MLKL
ADXCRPD.5196.C1_at	TNNT1
ADXCRPD.5196.C1_x_at	TNNT1
ADXCRPD.13551.C1_at	COMMD1
ADXCRPD.5197.C1_at	WDR51A
ADXCRPD.13552.C1_at	RBM28
ADXCRPD.13552.C1_x_at	RBM28
ADXCRPD.5198.C1_s_at	PDS5B
ADXCRPD.13553.C1_at	
ADXCRPD.13554.C1_at	FOXN2
ADXCRPD.13555.C1_at	
ADXCRPD.13555.C1_x_at	
ADXCRPD.13556.C1_at	ZNF384
ADXCRPD.13556.C1_x_at	ZNF384
ADXCRPD.13557.C1_at	ST6GAL1
ADXCRPD.13558.C1_at	LOC731210
ADXCRPD.13558.C1_x_at	LOC731210
ADXCRPD.13559.C1_at	LTBR
ADXCRPD.4540.C1_s_at	RANBP10
ADXCRPD.4543.C1_s_at	DAPK3
ADXCRPD.4545.C1_at	
ADXCRPD.12900.C1_at	COL11A1
ADXCRPD.12901.C1_at	BAZ1A
ADXCRPD.12902.C1_at	MUC17
ADXCRPD.4549.C1_at	KLF7
ADXCRPD.13560.C1_at	CCND2
ADXCRPD.12904.C1_at	UBAP2
ADXCRPD.12905.C1_at	SHROOM3
ADXCRPD.13562.C1_at	
ADXCRPD.12906.C1_at	TMEM49
ADXCRPD.13563.C1_at	GPHN
ADXCRPD.13563.C1_x_at	GPHN
ADXCRPD.12907.C1_at	GEM
ADXCRPD.12907.C1_x_at	GEM
ADXCRPD.12908.C1_at	
ADXCRPD.12908.C1_x_at	
ADXCRPD.12909.C1_at	PIP5K1B
ADXCRPD.13566.C1_at	C20orf46
ADXCRPD.13567.C1_s_at	
ADXCRPD.13569.C1_at	PORCN
ADXCRPD.13569.C1_s_at	
ADXCRPD.4550.C1_at	
ADXCRPD.4552.C1_at	CCDC85B
ADXCRPD.4553.C1_x_at	
ADXCRPD.4554.C1_s_at	APTX
ADXCRPD.4555.C1_at	
ADXCRPD.4555.C1_x_at	
ADXCRPD.12910.C1_at	
ADXCRAD_CN310276_s_at	C11orf1
ADXCRPD.12911.C1_at	CDC2L5
ADXCRPD.12912.C1_at	SGCE
ADXCRPD.12913.C1_at	KIAA0196
ADXCRAD_BG677559_s_at	PUS1
ADXCRPD.13570.C1_at	IDH3A
ADXCRPD.12914.C1_at	GOT1L1
ADXCRPD.12915.C1_at	CASC4
ADXCRPD.12916.C1_at	
ADXCRPD.13574.C1_at	GCN1L1
ADXCRPD.13574.C1_s_at	GCN1L1
ADXCRPD.12918.C1_at	RNASEN
ADXCRPD.13575.C1_at	ALDH5A1
ADXCRPD.13577.C1_at	
ADXCRPD.13578.C1_at	
ADXCRPD.13579.C1_at	MDS1
ADXCRAD_CN397291_s_at	TUBGCP2
ADXCRPD.3902.C1_s_at	LMCD1
ADXCRPD.3903.C1_s_at	CCDC25
ADXCRPD.4560.C1_s_at	RTEL1
ADXCRPD.4560.C1_x_at	RTEL1
ADXCRPD.3905.C1_s_at	GAS8
ADXCRPD.3907.C1_s_at	CCDC52
ADXCRPD.4563.C1_s_at	VGLL4
ADXCRPD.3908.C1_at	ADSS
ADXCRPD.3909.C1_s_at	
ADXCRPD.12920.C1_at	
ADXCRPD.12920.C1_s_at	
ADXCRPD.4566.C1_at	RAP1GDS1
ADXCRPD.4566.C1_x_at	RAP1GDS1
ADXCRPD.12921.C1_at	ARL17P1
ADXCRPD.12922.C1_at	ZNF592
ADXCRPD.4568.C1_s_at	NSFL1C
ADXCRPD.12923.C1_at	CDC27
ADXCRPD.13580.C1_at	KIDINS220
ADXCRPD.12924.C1_at	RPP38
ADXCRPD.13581.C1_at	FNDC3B
ADXCRPD.13582.C1_at	LOC642123
ADXCRPD.13583.C1_at	
ADXCRPD.13584.C1_at	EIF2C2
ADXCRPD.13585.C1_at	FAM129A
ADXCRPD.12929.C1_at	ZNRF3
ADXCRPD.13586.C1_at	TAF8
ADXCRPD.13587.C1_at	KCMF1
ADXCRPD.13588.C1_at	
ADXCRPD.13589.C1_at	CDC34
ADXCRPD.3910.C1_at	
ADXCRPD.3911.C1_at	FLJ36031
ADXCRPD.3913.C1_at	HSDL1
ADXCRPD.3914.C1_at	DOK4
ADXCRPD.4570.C1_s_at	MYO5B
ADXCRPD.3916.C1_at	
ADXCRPD.3917.C1_at	LOC158402
ADXCRPD.4573.C1_at	ZNF266
ADXCRAD_CB156141_s_at	ZNF266
ADXCRPD.4574.C1_s_at	
ADXCRPD.4575.C1_s_at	
ADXCRPD.12932.C1_at	OSBPL3
ADXCRPD.4578.C1_s_at	CSRP2BP
ADXCRPD.12933.C1_s_at	VPS13C
ADXCRPD.4579.C1_s_at	
ADXCRPD.13590.C1_at	CCDC3
ADXCRPD.12934.C1_s_at	USP1
ADXCRPD.13591.C1_at	POGZ
ADXCRPD.12936.C1_at	C5orf5
ADXCRPD.12937.C1_at	MMP21
ADXCRPD.13594.C1_at	SP3
ADXCRPD.12938.C1_at	WDR60
ADXCRPD.12939.C1_at	OLFM2
ADXCRPD.13597.C1_at	
ADXCRPD.13599.C1_s_at	
ADXCRPD.4580.C1_at	
ADXCRPD.3925.C1_s_at	LMNA
ADXCRPD.4581.C1_at	OGDH
ADXCRPD.4581.C1_x_at	OGDH
ADXCRPD.3926.C1_at	MARCKS
ADXCRPD.3927.C1_at	SH3GLB2
ADXCRPD.3928.C1_at	
ADXCRPD.3929.C1_at	ZNF599
ADXCRPD.12940.C1_at	LBR
ADXCRPD.4586.C1_at	TSPO
ADXCRPD.12942.C1_at	HSF5
ADXCRPD.4588.C1_at	PDCD6IP
ADXCRPD.12943.C1_at	
ADXCRPD.4589.C1_at	ZNF358
ADXCRPD.12944.C1_at	ZNF160
ADXCRPD.12945.C1_at	CLSPN
ADXCRPD.12947.C1_at	ZKSCAN1
ADXCRPD.3930.C1_at	WIPI2
ADXCRPD.3933.C1_at	SSU72
ADXCRPD.4590.C1_at	LOXL2
ADXCRPD.4591.C1_at	ALDH1A3
ADXCRPD.4591.C1_s_at	ALDH1A3
ADXCRPD.4592.C1_s_at	SNX19
ADXCRPD.4593.C1_s_at	CYHR1
ADXCRPD.4594.C1_at	DRAM
ADXCRPD.4594.C1_x_at	DRAM
ADXCRPD.4595.C1_at	YPEL3
ADXCRPD.4595.C1_x_at	YPEL3
ADXCRPD.12950.C1_at	EAF1
ADXCRPD.12950.C1_x_at	EAF1
ADXCRPD.12951.C1_at	BNIPL
ADXCRPD.12951.C1_x_at	BNIPL
ADXCRPD.4597.C1_at	GTF3C5
ADXCRPD.12952.C1_at	PTPRC
ADXCRPD.12953.C1_s_at	LOC730057
ADXCRPD.4599.C1_at	
ADXCRPD.12954.C1_at	FLJ10357
ADXCRPD.12955.C1_at	SLC39A14
ADXCRPD.12956.C1_at	TPR
ADXCRPD.12956.C1_x_at	TPR
ADXCRPD.12957.C1_at	TMPO
ADXCRPD.3940.C1_at	
ADXCRPD.3941.C1_at	PON2
ADXCRPD.3943.C1_at	MEI1
ADXCRPD.3943.C1_x_at	MEI1
ADXCRPD.3944.C1_s_at	
ADXCRPD.3945.C1_at	
ADXCRPD.3947.C1_s_at	PML
ADXCRPD.3949.C1_at	CNOT6L
ADXCRPD.3949.C1_x_at	CNOT6L
ADXCRPD.12960.C1_at	ZFYVE20
ADXCRPD.12961.C1_at	ECT2
ADXCRPD.12962.C1_at	TULP4
ADXCRPD.12963.C1_at	TMEM16B
ADXCRPD.12964.C1_x_at	ORC6L
ADXCRPD.12965.C1_s_at	ORC6L
ADXCRPD.12967.C1_at	ENPP5
ADXCRPD.12968.C1_at	ALDH3B2
ADXCRPD.12969.C1_at	LSM14B
ADXCRPD.3950.C1_at	FBLN5
ADXCRPD.3951.C1_s_at	TCF19
ADXCRPD.3953.C1_s_at	C7orf27
ADXCRPD.3954.C1_s_at	PAWR
ADXCRPD.3956.C1_at	LOC387820
ADXCRPD.3957.C1_at	ALKBH2
ADXCRPD.3958.C1_at	ENG
ADXCRPD.3959.C1_at	SLC24A6
ADXCRPD.12970.C1_at	CENTG2
ADXCRPD.12971.C1_at	C21orf13
ADXCRPD.12971.C1_x_at	C21orf13
ADXCRPD.12972.C1_at	ZCCHC3
ADXCRPD.12973.C1_at	
ADXCRPD.12973.C1_x_at	
ADXCRPD.12975.C1_at	ZDHHC23
ADXCRPD.12977.C1_at	MIRN196A1
ADXCRPD.12978.C1_at	DIP2A
ADXCRPD.12979.C1_at	
ADXCRPD.3961.C1_at	EHD3
ADXCRPD.3962.C1_s_at	RSU1
ADXCRPD.3963.C1_at	
ADXCRPD.3965.C1_at	WIZ
ADXCRPD.12981.C1_at	ARHGAP5
ADXCRPD.12982.C1_at	CNDP2
ADXCRPD.12983.C1_at	TP53BP1
ADXCRPD.12983.C1_s_at	TP53BP1
ADXCRPD.12984.C1_s_at	
ADXCRPD.12985.C1_s_at	LOC283270
ADXCRPD.12986.C1_at	TPPP3
ADXCRPD.12986.C1_x_at	TPPP3
ADXCRPD.12987.C1_at	PARD3
ADXCRPD.12988.C1_at	
ADXCRPD.12989.C1_at	
ADXCRPD.3970.C1_at	HTRA1
ADXCRPD.3974.C1_at	GADD45GIP1
ADXCRPD.3974.C1_x_at	GADD45GIP1
ADXCRPD.3977.C1_at	
ADXCRPD.3978.C1_at	
ADXCRPD.12990.C1_at	C11orf77
ADXCRPD.12991.C1_at	SLMAP
ADXCRAD_BP377292_s_at	THUMPD1
ADXCRPD.12993.C1_at	NAT10
ADXCRPD.12994.C1_at	YWHAZ
ADXCRPD.12995.C1_at	
ADXCRPD.12997.C1_at	DNAJB13
ADXCRPD.12997.C1_x_at	DNAJB13
ADXCRPD.12998.C1_at	
ADXCRPD.12999.C1_at	LOC90784
ADXCRPD.3980.C1_s_at	CCND1
ADXCRPD.3981.C1_at	SBF1
ADXCRPD.3984.C1_at	NOTCH3
ADXCRAD_BG820481_s_at	NOTCH3
ADXCRPD.3985.C1_x_at	NDRG2
ADXCRPD.3987.C1_s_at	MDM2
ADXCRPD.3988.C1_at	
ADXCRPD.3989.C1_at	ENSA
ADXCRPD.3989.C1_x_at	ENSA
ADXCRPD.3991.C1_at	
ADXCRAD_BM701864_s_at	APBA2BP
ADXCRPD.3994.C1_at	WWC3
ADXCRAD_CV030624_s_at	WWC3
ADXCRPD.3994.C1_x_at	WWC3
ADXCRPD.3995.C1_at	IQSEC1
ADXCRPD.3996.C1_at	DLL1
ADXCRPD.3998.C1_at	TYROBP
ADXCRPD.14200.C1_x_at	CAPN5
ADXCRPD.14201.C1_at	LY75
ADXCRPD.14203.C1_at	
ADXCRPD.14204.C1_s_at	BCL2L13
ADXCRPD.14205.C1_s_at	SH3BP5L
ADXCRPD.14206.C1_at	TRIM39
ADXCRPD.14206.C1_s_at	TRIM39
ADXCRPD.14208.C1_at	
ADXCRPD.14210.C1_at	
ADXCRAD_BX500342_s_at	NPAL3
ADXCRPD.14211.C1_at	
ADXCRPD.14214.C1_at	
ADXCRPD.14215.C1_at	
ADXCRPD.14216.C1_at	NRGN
ADXCRPD.14216.C1_x_at	NRGN
ADXCRPD.14217.C1_at	LOC728037
ADXCRPD.14217.C1_s_at	KIF22
ADXCRPD.14217.C1_x_at	LOC728037
ADXCRPD.14218.C1_at	
ADXCRPD.5200.C1_at	RNF145
ADXCRPD.5200.C1_s_at	RNF145
ADXCRPD.5201.C1_at	MLL5
ADXCRPD.5201.C1_x_at	MLL5
ADXCRAD_BU517313_s_at	NCOA6
ADXCRPD.5205.C1_s_at	RANBP3
ADXCRPD.5206.C1_s_at	JMJD6
ADXCRPD.5208.C1_at	PPP6C
ADXCRPD.5209.C1_at	
ADXCRPD.14220.C1_at	
ADXCRPD.14224.C1_at	
ADXCRPD.14226.C1_at	BAZ1A
ADXCRPD.14228.C1_at	ALG12
ADXCRPD.14228.C1_x_at	ALG12
ADXCRPD.14229.C1_at	HYI
ADXCRAD_BU570438_s_at	SMAP1L
ADXCRAD_BU570438_x_at	SMAP1L
ADXCRPD.5212.C1_s_at	ATXN7L1
ADXCRPD.5213.C1_s_at	TSN
ADXCRPD.5216.C1_x_at	SERPINH1
ADXCRPD.5218.C1_s_at	SFRS9
ADXCRPD.5219.C1_at	GZMB
ADXCRPD.5219.C1_x_at	GZMB
ADXCRPD.14231.C1_at	
ADXCRPD.14232.C1_at	NPLOC4
ADXCRPD.14233.C1_at	
ADXCRPD.14234.C1_at	RNF40
ADXCRPD.14236.C1_at	KIAA0406
ADXCRPD.5220.C1_at	ZCCHC3
ADXCRPD.5224.C1_at	CRIP1
ADXCRPD.5224.C1_x_at	CRIP1
ADXCRPD.5225.C1_s_at	MAFG
ADXCRPD.5227.C1_at	
ADXCRPD.5227.C1_s_at	DHRS13
ADXCRPD.5229.C1_at	FLJ20021
ADXCRPD.14243.C1_s_at	EEF1A2
ADXCRPD.14244.C1_at	VAC14
ADXCRPD.14244.C1_x_at	VAC14
ADXCRPD.14245.C1_at	IQCE
ADXCRPD.14245.C1_s_at	IQCE
ADXCRPD.14245.C1_x_at	IQCE
ADXCRPD.14246.C1_at	NAT9
ADXCRPD.5230.C1_at	SKAP2
ADXCRPD.5232.C1_at	
ADXCRPD.5236.C1_at	MEX3D
ADXCRAD_CN410814_s_at	MBD3
ADXCRPD.5239.C1_at	FAM104A
ADXCRPD.5239.C1_s_at	FAM104A
ADXCRPD.14250.C1_at	CRELD1
ADXCRPD.14252.C1_s_at	LMTK2
ADXCRPD.14253.C1_at	
